cond((Int)),disp((Int)),cond(chlor2),cond(depth2),cond(DO2),cond(habitat),cond(month),cond(salinity2),cond(sediment),cond(turb2),cond(w_temp2),cond(year),df,logLik,AICc,delta,weight
7.91423069646094,+,,0.478142760398797,,+,+,0.22703698464211,+,,-0.073774184896499,,12,-1383.7162638077,2792.91120060119,18.2209774867606,9.37801400538934e-06
7.26907932767821,+,,,0.397661310378435,+,+,,+,-0.248879563365373,-0.103766345375784,,12,-1383.72889515839,2792.93646330257,18.246240188143,9.26030201748491e-06
7.44300102963436,+,0.121708205323859,,0.483246274505547,+,+,0.554476848304623,+,,,+,15,-1380.32675986807,2792.96121204384,18.2709889294074,9.14641768483356e-06
7.46065753823198,+,0.121090192241806,,0.477885396146374,+,,0.559715515850516,+,,-0.0120950781798938,+,15,-1380.33121509156,2792.97012249082,18.2798993763927,9.10575898893206e-06
7.3102581061058,+,,0.471733333991738,,,+,,,-0.324708904915101,,+,9,-1387.07328456459,2792.98769062451,18.2974675100841,9.02612366634431e-06
7.13562932460001,+,0.125760390709481,,0.474650772466951,+,,,+,,,+,13,-1382.62851249612,2792.99035832558,18.3001352111537,9.01409219234244e-06
7.41955715829968,+,0.109118396951208,0.343941975479732,0.316751854552664,+,+,0.142798446087718,,,,,10,-1385.99459386666,2793.02205158309,18.3318284686566,8.87237505487521e-06
7.22060847899955,+,,0.452534646899445,,,,0.224151483515143,,,,,5,-1391.37939621913,2793.03402179605,18.3437986816239,8.81943153973967e-06
7.42626496722676,+,0.0973099786772183,0.346884748685999,0.317863934703395,+,,0.154202372169763,,,0.0239119235365354,,10,-1386.02237942012,2793.07762269,18.3873995755671,8.62924460254322e-06
8.30491702872926,+,,0.515091010170801,,+,,0.861059990067079,,,,+,10,-1386.02707079518,2793.08700544012,18.3967823256958,8.58885639178849e-06
7.91307065237496,+,0.0818121552690446,0.4467318261693,,+,,0.243511502435991,+,,-0.0253783934204984,,12,-1383.85193805141,2793.1825490886,18.4923259741727,8.18819735439757e-06
7.62699182610129,+,,0.50060227128945,,+,,,+,-0.255623323390357,,,10,-1386.08583460082,2793.2045330514,18.5143099369666,8.09868569789363e-06
7.06440867353901,+,,,0.360549113820913,,,0.15943917457568,,,,,5,-1391.46531863688,2793.20586663156,18.5156435171307,8.09328737456687e-06
7.70830111295171,+,0.148675597333623,0.500833354270989,,+,+,,+,-0.268225867381577,,,12,-1383.87173749583,2793.22214797744,18.531924863014,8.02767001612952e-06
7.53083231460561,+,,0.566646618963802,,,,0.732829209045147,,,,+,8,-1388.27883307803,2793.22743359793,18.5372104835001,8.00648241731654e-06
6.87992139692096,+,0.1169412349547,,0.525065746588446,,+,0.509741180908927,+,,0.0035005198002232,+,14,-1381.61162137613,2793.23281213024,18.5425890158117,7.98497978123946e-06
7.20599840300239,+,,0.40539131626662,0.374748456946293,+,,,,,-0.0131886035751767,,8,-1388.28501214446,2793.23979173078,18.5495686163554,7.957162363476e-06
7.18612102778524,+,,0.405132526098643,0.384027902030174,+,+,,,,,,8,-1388.29614837909,2793.26206420003,18.5718410856034,7.86904111659502e-06
6.94414792860617,+,0.103076129979118,0.386679188678771,0.390779590579056,,,,,,,+,9,-1387.24360189342,2793.32832528217,18.6381021677394,7.61260688459849e-06
7.35868357941886,+,,0.542032733484812,,,,,+,,-0.138913353031427,,8,-1388.34463858471,2793.35904461128,18.6688214968485,7.49657319693148e-06
8.32369730850746,+,0.0406261907582061,0.589120869341052,,+,,0.807997861034367,+,,-0.0419178044574406,+,15,-1380.53109988924,2793.36989208618,18.6796689717485,7.45602381613754e-06
7.86379755858903,+,,0.474536640176902,0.255466705098134,+,+,0.793443614736933,,,,+,12,-1383.95116025948,2793.38099350474,18.6907703903157,7.41475224473563e-06
7.34496464016457,+,0.167954429770869,,0.335887528497377,+,+,,,-0.273128822680226,-0.076758289070405,,10,-1386.17621628999,2793.38529642975,18.6950733153194,7.39881683168925e-06
6.97166748551244,+,,,0.388488328110457,,+,,,-0.307971943916006,-0.0487692878803554,,7,-1389.43419057782,2793.38689967416,18.6966765597281,7.39288815242911e-06
7.02115888678908,+,0.107738177346123,,0.37197663264815,,,0.156643473862004,,,,,6,-1390.50057758244,2793.38825193908,18.69802882465,7.38789127023644e-06
7.78371369106021,+,,0.506714806627058,,+,+,,+,-0.291599356760005,-0.155726946899232,+,15,-1380.54067995064,2793.38905220897,18.6988290945401,7.38493570812035e-06
6.91049003058482,+,,,0.481169228677484,,,,+,,0.0213243571369017,+,11,-1385.13093823401,2793.5071594869,18.816936372466,6.96145546656846e-06
7.64471945849501,+,,0.395058951422453,,+,+,0.160522453361195,,-0.291697427534235,-0.0726831154642101,,10,-1386.24112036041,2793.51510457058,18.8248814561503,6.93385565045381e-06
7.01038863303269,+,,,0.494198414476987,,+,0.547305288662292,+,,0.0249851409778857,+,13,-1382.91118381186,2793.55570095706,18.8654778426294,6.79452972453334e-06
6.91147199664799,+,,,0.480005903429608,,+,,+,,,+,11,-1385.1583286712,2793.56194036128,18.8717172468491,6.77336584548006e-06
7.53028263246579,+,,,0.445010719112549,+,+,0.592976711938857,+,,,+,14,-1381.78375389444,2793.57707716686,18.8868540524331,6.72229578766519e-06
7.49317701796682,+,,,0.457000167977664,+,,0.584210572232623,+,,0.0319611275839936,+,14,-1381.78402528361,2793.57761994521,18.8873968307803,6.72047167689999e-06
7.21758530745743,+,0.107867604884746,0.38643171895666,0.397280022752398,+,+,,,,,,9,-1387.3683885265,2793.57789854833,18.8876754339008,6.71953556991196e-06
7.16619951741634,+,,0.494236630574249,,,+,,,-0.325629333502086,,,6,-1390.60136437202,2793.58982551823,18.8996024038038,6.67958296743479e-06
6.93904882053737,+,0.150713436673463,,0.375785427452396,,,0.461687004268799,,-0.256514021436739,-0.0332732075704466,+,11,-1385.17589195855,2793.59706693597,18.9068438215404,6.65544187245952e-06
7.04566151244606,+,0.102960506062634,,0.481083769018827,,+,,+,,-0.0594161061441954,,10,-1386.28796257583,2793.60878900143,18.918565887006,6.61654819967696e-06
7.15330293803755,+,0.14055799951615,,,,,0.24787522130768,+,-0.251697944099942,,,9,-1387.38487230816,2793.61086611164,18.9206429972091,6.60968011684803e-06
7.26871300085152,+,0.105015811180462,0.389596664132035,0.375528583028904,+,,,,,-0.0286069936621683,,9,-1387.38686674438,2793.6148549841,18.9246318696673,6.59651066853808e-06
7.8032856496136,+,,0.463215244111034,0.271133591330839,+,,0.767039578506429,,,0.00543848812483966,+,12,-1384.069098309,2793.61686960377,18.9266464893453,6.5898692839662e-06
7.09268287375085,+,,,0.479891056759735,,+,,+,,-0.0540629817460915,,9,-1387.39227358307,2793.62566866146,18.935445547032,6.56094064682575e-06
6.91294747205798,+,0.149623148208864,,0.387696824279683,,+,0.448172009331148,,-0.246658157606746,,+,11,-1385.19205030465,2793.62938362818,18.9391605137494,6.54876512017688e-06
7.26983899373676,+,,0.465429050780492,,,,,,-0.3180213805629,-0.00399826607290538,+,9,-1387.40596403439,2793.6530495641,18.9628264496719,6.47173046548285e-06
7.40325129945125,+,,0.509452038756122,,,,,+,,,+,10,-1386.37797881808,2793.78882148592,19.0985983714954,6.04697152134619e-06
7.17773977845967,+,,,0.376358708216326,+,,,,-0.29324566870415,-0.0383350699249738,,8,-1388.57400435294,2793.81777614774,19.1275530333137,5.9600581683508e-06
7.73642316344838,+,,0.469457408264284,,+,,,+,-0.257842066884677,-0.0316725281062743,+,14,-1381.91675661724,2793.84308261247,19.152859498045,5.88511927687117e-06
7.05290549151849,+,0.160181744958743,,,,,0.222677636481411,,-0.292126368415562,,,6,-1390.72941866914,2793.84593411248,19.1557109980463,5.87673454674327e-06
7.38041799820071,+,0.111205597028144,,0.450634772798577,+,,,+,,-0.0707469643816252,,11,-1385.31699304078,2793.87926910042,19.1890459859947,5.77959588690424e-06
7.43614420111771,+,0.0640719527826034,0.558409432310646,,,+,,+,,-0.213082421070303,,10,-1386.4280673745,2793.88899859877,19.1987754843367,5.75154788117571e-06
7.24779140425821,+,0.13785266910313,0.483380000867757,,,+,,,-0.332753075473309,-0.109544096030313,+,11,-1385.3272066261,2793.89969627107,19.2094731566422,5.720865923468e-06
7.8596260445181,+,0.189036063920877,,,+,,0.206386546606758,,-0.2786475909034,-0.0478708231006036,,9,-1387.55528801038,2793.95169751609,19.2614744016655,5.57403694227769e-06
7.18655835635462,+,,0.397383374604258,0.286054152145896,+,+,,,-0.281854223051591,,+,12,-1384.26105733972,2794.00078766523,19.3105645507981,5.43888720521337e-06
7.57067138823112,+,,0.437737516953332,,+,+,,,-0.346280945036927,-0.175741865793606,,9,-1387.58758070437,2794.01628290408,19.3260597896469,5.39691159255835e-06
7.91658750598429,+,0.169780912351029,,,+,,0.220486105940393,+,-0.246332870670424,-0.0636202631371709,,12,-1384.26911536837,2794.01690372253,19.3266806081028,5.3952366013774e-06
7.1430718198771,+,,,0.401234199648646,+,+,,,-0.283764300047783,,,8,-1388.71141933771,2794.09260611728,19.4023830028523,5.19483704319604e-06
7.16105790266094,+,,0.39110619738581,0.296676760515965,+,,,,-0.275284915030681,0.0119632911451168,+,12,-1384.31601182485,2794.11069663549,19.420473521061,5.1480602690827e-06
7.24051029582936,+,0.0650338323883088,0.49175344710794,0.335437001315524,,+,0.694302686764137,,,-0.0277274613522969,+,12,-1384.31688664675,2794.11244627929,19.4222231648614,5.1435586025811e-06
7.15836960735119,+,,,0.450877943539116,+,,,+,,,+,12,-1384.31782259428,2794.11431817435,19.424095059921,5.13874675378291e-06
7.2711425657255,+,0.161068638057518,,0.330772969134482,+,,,,-0.24095286719166,,+,11,-1385.43792082362,2794.12112466611,19.4309015516842,5.121288060021e-06
6.77927319034887,+,0.165447549689517,,0.394947235605129,,+,,,-0.240355481494644,,+,10,-1386.58330128999,2794.19946642975,19.5092433153241,4.92456083364626e-06
6.92505069652771,+,,,0.362700476049757,,,,,-0.279396247058267,,+,8,-1388.76970848844,2794.20918441874,19.5189613043162,4.90069045963249e-06
7.58321731184257,+,,,0.377035890966391,+,+,0.612880306124381,+,-0.205963747791841,-0.0412540354295102,+,16,-1379.80798007426,2794.2439794722,19.5537563577709,4.81616793966497e-06
7.86566619693167,+,0.179035640722992,,,+,+,0.234667808580153,,-0.270827649961958,,,9,-1387.70518852814,2794.2514985516,19.5612754371714,4.79809535867232e-06
7.64538705847027,+,0.166511807423992,,0.309671305726416,+,,0.544918235679691,,-0.248943023038085,-0.0383780423059045,+,13,-1383.27727582108,2794.28788497548,19.5976618610557,4.71159186706233e-06
7.61958699002796,+,,,0.303484195224758,+,,0.56554578247651,,-0.266796041118443,,+,11,-1385.52459919844,2794.29448141575,19.6042583013177,4.69607759871743e-06
7.29914493622009,+,,,0.466249284629308,+,,,+,,-0.0459415671061554,,10,-1386.64476970137,2794.3224032525,19.6321801380709,4.63097157011342e-06
6.95175418001549,+,,,0.425682157902956,,+,,+,-0.200946261369209,-0.00982841215870648,+,13,-1383.30628233178,2794.34589799689,19.6556748824632,4.57688811465161e-06
7.82873006386217,+,,0.37838106751179,,+,,0.239331600329661,,,,,7,-1389.92443392186,2794.36738636224,19.6771632478085,4.52797642127908e-06
7.9279567681274,+,0.148300898212195,,,+,+,0.266949467323213,+,-0.236915181016142,,,12,-1384.4446499141,2794.36797281398,19.6777496995487,4.52664889609499e-06
7.34002398361816,+,,0.352002424933031,0.328324671180398,+,+,0.174127179029631,,,0.0696463904074496,,10,-1386.67524837969,2794.38336060914,19.6931374947126,4.49195496003963e-06
7.56267470379292,+,0.118294768648825,,0.325187380151159,+,,0.175906653515937,,,,,8,-1388.85953937335,2794.38884618857,19.6986230741413,4.47965135299445e-06
7.94108606386251,+,0.0681918485173519,0.468097675614318,,+,+,0.221618980588465,+,,-0.0794163170867055,,13,-1383.32863382088,2794.3906009751,19.7003778606681,4.47572266083096e-06
7.21504843329683,+,0.161401598627747,0.38144725967767,0.297144452008255,+,+,,,-0.26420578097178,-0.0459135442575933,+,14,-1382.1913191578,2794.39220769358,19.7019845791519,4.47212849156506e-06
7.32240302298194,+,0.087107130060087,0.540711301362902,,,,,+,,-0.147141640400305,,9,-1387.77596981144,2794.39306111821,19.7028380037846,4.47022058634985e-06
7.61856663674064,+,0.161322598818047,,0.319945176114386,+,+,0.534381454856065,,-0.239758140327797,,+,13,-1383.3407610557,2794.41485544472,19.7246323302961,4.42177231661112e-06
6.83057900702271,+,0.159537697936104,,0.37391535757054,,,,,-0.253664327336861,-0.0357399014437886,+,10,-1386.71117579854,2794.45521544685,19.7649923324229,4.33343526524411e-06
7.28934986254074,+,0.107251982245244,,0.495870764208172,+,+,,+,,,,11,-1385.60570127562,2794.4566855701,19.7664624556751,4.33025109369608e-06
7.63562037243598,+,,0.410355442023043,,+,,,,-0.303498621740298,,+,10,-1386.72260187909,2794.47806760794,19.7878444935086,4.28420288706337e-06
7.59842858922752,+,,0.57661556766692,,,+,0.773935604186863,,,,+,9,-1387.85632022932,2794.55376195397,19.8635388395373,4.12508793736377e-06
7.52407693678931,+,,0.427441846248117,,+,,,,-0.311367717121521,-0.114247813817414,,8,-1388.94348403544,2794.55673551274,19.8665123983142,4.11895939866454e-06
7.52169917712189,+,,,0.314380058674273,+,,0.177833249167465,,,,,7,-1390.04316856197,2794.60485564245,19.9146325280199,4.02103966957951e-06
8.34682171218227,+,,0.522472897965331,,+,+,0.887019393759713,,,,+,11,-1385.68095122855,2794.60718547597,19.916962361543,4.01635822034818e-06
7.33269417806166,+,,0.482554460389182,,,+,,,-0.35007330372979,-0.0864563759707944,+,10,-1386.78906381066,2794.61099147108,19.9207683566538,4.00872236828167e-06
7.64227802355068,+,,0.514522144317574,,+,+,,+,-0.263426325753144,,,11,-1385.68720536494,2794.61969374875,19.9294706343253,3.99131775311097e-06
7.58668483281282,+,0.170829686149311,0.437423145075307,,+,+,,,-0.307611084200746,,,9,-1387.89045857967,2794.62203865467,19.9318155402389,3.98664086306243e-06
6.75467229352478,+,0.131558645508941,,0.521548849740789,,+,,+,,0.0179508936180124,+,13,-1383.44965724785,2794.63264782902,19.9424247145948,3.96554936934769e-06
7.84889963737136,+,,,,+,,0.265543261792562,+,-0.226481363850999,,,10,-1386.80831758543,2794.64949902063,19.9592759061993,3.932277617227e-06
7.69270746577895,+,0.164505051484837,0.400627370230836,,+,,,,-0.298537344095604,-0.0517268549133346,+,12,-1384.58986536792,2794.65840372162,19.9681806071885,3.91480865685807e-06
7.24822776594347,+,,,0.495478234887563,+,+,,+,,,,10,-1386.83227619224,2794.69741623424,20.0071931198113,3.83918535735496e-06
7.19516361118684,+,0.0570303767095149,0.447444165801726,,,,0.221459817987772,,,,,6,-1391.17207631711,2794.7312494084,20.0410262939758,3.77478569098304e-06
7.36214337063939,+,0.106903427978324,0.33132024825694,0.345619992771031,+,+,0.170782109922064,,,0.0690345457122247,,11,-1385.78136093182,2794.80800488251,20.1177817680809,3.63266258334681e-06
7.03766441225165,+,,,0.443326537351179,,,,,,,,4,-1393.3156372567,2794.81392291523,20.123699800798,3.62192936305629e-06
7.34343029369256,+,,0.551164747759005,,,,,+,,,,7,-1390.16760810184,2794.85373472219,20.1635116077637,3.5505444346259e-06
7.31598228784574,+,,,0.325986756471881,+,+,0.169770950737753,,-0.249906356399338,0.0412615842611227,,10,-1386.93484576615,2794.90255538207,20.2123322676407,3.46492373970501e-06
7.00064551790683,+,0.106122236751262,,0.451630474117628,,,,,,,,5,-1392.32047973764,2794.91618883309,20.2259657186573,3.44138462665112e-06
7.77850343982906,+,0.0750643772714592,0.440873049317345,0.294171846520564,+,+,0.731502093869322,,,,+,13,-1383.59372466994,2794.92078267321,20.2305595587832,3.43348911241177e-06
7.69318727950632,+,0.145157336797951,0.399371835004465,,+,+,,,-0.290311259033414,,+,12,-1384.72768417073,2794.93404132725,20.243818212818,3.41080267127856e-06
7.05167159102345,+,,,0.376079789965431,,,0.18119401185814,,,0.0503348188515975,,6,-1391.27601376522,2794.93912430463,20.2489011902039,3.40214516099792e-06
7.02557775568157,+,,0.401457792088024,0.366627192875723,,,,,,0.0222552385835296,+,9,-1388.0519595955,2794.94504068633,20.2548175719035,3.39209583754978e-06
7.75000368470686,+,0.0822500927359687,0.435383258275635,0.302001395195073,+,,0.717115172125138,,,-0.00813289055563914,+,13,-1383.60744193063,2794.9482171946,20.2579940801734,3.38671260341318e-06
7.06126433406527,+,,,0.355080287428856,,+,0.50262213577254,,-0.281864419718047,,+,10,-1386.95881179305,2794.95048743587,20.2602643214377,3.38287045712413e-06
7.09822576009925,+,0.138074083364402,,0.488944556034942,+,+,,+,,,+,14,-1382.47315070341,2794.95587078481,20.2656476703805,3.3737771147236e-06
7.16933472975702,+,,,0.399455169651732,+,+,,+,-0.195763617942144,,+,14,-1382.474111551,2794.95779247998,20.2675693655551,3.37053698600706e-06
7.15880497682469,+,,,0.403691505929048,+,,,+,-0.194236006506292,0.00321262474462388,+,14,-1382.48616987743,2794.98190913285,20.2916860184205,3.33013801229327e-06
7.04009498333744,+,,,0.363555690879623,,,0.493565549187474,,-0.276291795683499,0.0125919572708754,+,10,-1386.98039301956,2794.99364988889,20.3034267744642,3.31064611168492e-06
7.16560011047132,+,0.156444801144901,,0.416076142233191,+,+,,+,-0.184105473005648,-0.044762805579442,+,16,-1380.18420541408,2794.99643015184,20.3062070374081,3.30604707570567e-06
7.01550884210384,+,,0.401913258419438,0.366442918262637,,+,,,,,+,9,-1388.07795177921,2794.99702505374,20.3068019393108,3.30506383509782e-06
7.49564141667811,+,,0.439222244230467,,+,,,,-0.303625874265726,,,7,-1390.25842743403,2795.03537338658,20.3451502721464,3.24229567769085e-06
7.20066293431042,+,,,,,,0.251250570332581,+,-0.249147359495821,,,8,-1389.19041053217,2795.0505885062,20.3603653917758,3.21772330579075e-06
7.23690066922058,+,,0.454082443671528,,,+,0.224300542451949,,,,,6,-1391.33724075097,2795.06157827612,20.3713551616956,3.2000907751223e-06
7.22234836550707,+,,0.45363627342731,,,,0.216899029688926,,,-0.0136938272299595,,6,-1391.36703203695,2795.12116084809,20.4309377336613,3.10616203157297e-06
6.97889656703898,+,0.1198355091241,,0.381079034839625,,+,0.154994655683506,,,,,7,-1390.30593278744,2795.13038409339,20.4401609789607,3.09187056315241e-06
7.77934699674075,+,,,,+,,0.233856880468684,,-0.264878045014698,,,7,-1390.3291280019,2795.17677452232,20.486551407887,3.02097930963115e-06
8.30528959507802,+,0.0293968697715801,0.506439538429617,,+,,0.844375660300076,,,,+,11,-1385.9691884927,2795.18366000426,20.4934368898294,3.01059674288762e-06
7.14069144354555,+,0.131438222089597,,0.473885266590319,+,,,+,,-0.0227140982711887,+,14,-1382.59718102501,2795.20393142801,20.5137083135764,2.98023632388074e-06
7.16199928577831,+,0.155027963961748,,,,,0.201799206625999,+,-0.263896432544602,-0.0705033172097444,,10,-1387.09039853125,2795.21366091226,20.5234377978359,2.96577345027757e-06
8.17191741027912,+,0.155451475270055,,,+,,0.578153891732898,,-0.277040714640114,,+,11,-1385.98430290835,2795.21388883556,20.5236657211358,2.96543548509968e-06
7.04787740379092,+,,,0.363907173163623,,+,0.159061771443414,,,,,6,-1391.42433888009,2795.23577453438,20.5455514199507,2.93316207474361e-06
8.3044443952543,+,,0.520649767474834,,+,,0.864697974523181,,,-0.0229905019531779,+,11,-1385.99656817719,2795.23841937325,20.5481962588165,2.92928576783288e-06
7.44649222456443,+,0.122154166717006,,0.482172762017944,+,+,0.555125174799741,+,,-0.00456069123603285,+,16,-1380.32600428079,2795.28002788525,20.5898047708233,2.86897370592482e-06
6.89557310410074,+,0.114685167857724,0.377982150877247,0.403960873059447,,+,,,,,+,10,-1387.13109418846,2795.29505222668,20.6048291122502,2.84750223532424e-06
7.36359704475619,+,0.0594646932033598,0.502564422176965,,,,,+,,,+,11,-1386.04978080861,2795.34484463609,20.654621521659,2.77748542959465e-06
7.01610379227375,+,0.101534043983552,,0.380597306796325,,,0.171058037987724,,,0.0319700418690496,,7,-1390.4240920347,2795.36670258793,20.6764794734963,2.74729563050864e-06
7.5299354993929,+,,0.569165920956766,,,,0.734416653343941,,,-0.0156142927071414,+,9,-1388.26466832487,2795.37045814507,20.6802350306448,2.74214165816046e-06
7.43566537395053,+,,0.517090753581643,,,+,,+,,,+,11,-1386.07184595383,2795.38897492654,20.6987518121091,2.71687100255992e-06
7.52595725152496,+,0.00637432660729829,0.565611768247045,,,,0.728837833160839,,,,+,9,-1388.27625275604,2795.3936270074,20.7034038929755,2.71055879482733e-06
7.20805543418604,+,,0.405547345410267,0.373938263853467,+,+,,,,-0.0141648181881978,,9,-1388.28486162826,2795.41084475185,20.7206216374257,2.68732409627826e-06
7.92487862804415,+,,0.494315164225015,0.234182079484357,+,+,0.823513387169464,,,-0.0512469655886438,+,13,-1383.87006552841,2795.47346439015,20.783241275717,2.60448802301355e-06
6.94362203539161,+,0.10354398768499,0.386771153528366,0.390742992593172,,,,,,-0.00196606866168194,+,10,-1387.24336550867,2795.51959486711,20.829371752679,2.54510239029795e-06
7.93446879522107,+,0.156852476083409,,,+,+,0.199687856871129,+,-0.257639302393708,-0.112453285918295,,13,-1383.90107000011,2795.53547333355,20.8452502191208,2.52497622771456e-06
7.17994050652601,+,0.129966765897112,,,,+,0.253879098333019,+,-0.25325136920871,,,10,-1387.27686974864,2795.58660334704,20.896380232607,2.4612433305191e-06
7.05344598055037,+,0.170932859165165,,,,,0.191868256498742,,-0.301369566267332,-0.0526224393084513,,7,-1390.54847479512,2795.61546810875,20.9252449943228,2.42597683130991e-06
7.86753029693443,+,0.0815275859288219,0.365386743062374,,+,,0.237288115724286,,,,,8,-1389.47317619128,2795.61611982443,20.9258967099981,2.42518643653063e-06
7.89380519918348,+,,0.517498762865135,,+,+,,+,,-0.210586413337311,,11,-1386.19554251297,2795.6363680448,20.9461449303699,2.40075745135376e-06
6.88740001435748,+,,,0.489575344054551,,+,,+,,0.0411956808136025,+,12,-1385.09550927111,2795.66969152801,20.9794684135813,2.36108804942985e-06
7.2404756467047,+,0.108569369129566,0.38676789264354,0.386986449338371,+,+,,,,-0.0149363790853272,,10,-1387.35550255305,2795.74386895587,21.0536458414449,2.27512236269026e-06
7.65074989982475,+,,0.60198335366976,,,+,0.815702391167473,,,-0.115273881346101,+,10,-1387.37357860552,2795.7800210608,21.0897979463698,2.23436659293799e-06
8.17703642867844,+,0.136757228220461,,,+,,0.541129392009604,+,-0.245198420655548,,+,14,-1382.8892505213,2795.78807042059,21.0978473061605,2.22539205456882e-06
6.92588837904485,+,0.15191311050228,,0.380787101767321,,+,0.455570080281539,,-0.253401458453496,-0.0249787173024433,+,12,-1385.17060660718,2795.81988620015,21.1296630857223,2.19027085577234e-06
7.10321727431729,+,,,,,,0.222373563730603,,-0.294390933268185,,,5,-1392.77503727986,2795.82530391751,21.1350808030838,2.18434575031131e-06
8.38559082209935,+,,0.556601886342019,,+,+,0.924725922414524,,,-0.117946159008905,+,12,-1385.17647908594,2795.83163115765,21.1414080432255,2.17744622973934e-06
7.51467048836538,+,,,0.450407443168614,+,+,0.590522230529313,+,,0.0191654049830165,+,15,-1381.77064166417,2795.84897563604,21.1587525216123,2.15864453941801e-06
7.21551755610186,+,,,0.358393253969004,+,+,,,-0.300743753517653,-0.0583088072476246,,9,-1388.51680313307,2795.87472776148,21.1845046470476,2.13102787544515e-06
7.40659668848892,+,,0.511410897703506,,,,,+,,-0.0242907890777442,+,11,-1386.34374003092,2795.93276308071,21.2425399662807,2.07007900732041e-06
7.21858278347708,+,0.176687493055426,,0.350954154359196,+,+,,,-0.234636989603239,,+,12,-1385.23292085439,2795.94451469456,21.2542915801359,2.05795128771044e-06
7.06104852816701,+,0.157339325814856,,,,+,0.223167418961575,,-0.293376964038242,,,7,-1390.72018252848,2795.95888357548,21.2686604610517,2.04321904405083e-06
7.86760025449534,+,0.184284839966883,,,+,+,0.1955586022287,,-0.285623192083679,-0.0682666183958377,,10,-1387.48913022013,2796.01112429002,21.3209011755948,1.99054041994375e-06
7.86885827001299,+,,,,+,+,0.275786755247894,+,-0.236215974209514,,,11,-1386.39704173054,2796.03936647995,21.3491433655172,1.96262934094807e-06
7.65045922745544,+,,0.418208310106012,,+,+,,,-0.311640128175523,,+,11,-1386.43122170801,2796.10772643488,21.4175033204533,1.89668020470456e-06
7.38001823416661,+,0.111250376882902,,0.450775334117346,+,+,,+,,-0.0705616076367052,,12,-1385.31698753786,2796.11264806151,21.4224249470799,1.89201856686841e-06
7.27278128843116,+,0.172829462361547,,0.328993534461611,+,,,,-0.247792277503186,-0.0403646087907756,+,12,-1385.33628422876,2796.15124144331,21.4610183288787,1.85585887266387e-06
7.52745299558773,+,0.13047822435271,,0.335014712509207,+,+,0.173973399196405,,,,,9,-1388.6557920041,2796.15270550352,21.462482389094,1.85450082521997e-06
7.19691376410443,+,,0.40076807867929,0.280848861779817,+,+,,,-0.287460073574444,-0.0176504796681564,+,13,-1384.25001579052,2796.23336491437,21.5431417999375,1.7811974404935e-06
6.90276921854481,+,0.114809752315162,,0.424084317121815,,+,0.198928180767226,,,0.106696439979249,,8,-1389.79861909194,2796.26700562575,21.5767825113171,1.75148763123603e-06
6.96716034273688,+,,,0.410219865214159,,+,0.203821279737274,,,0.110496814594243,,7,-1390.89021872884,2796.2989559762,21.6087328617664,1.72372961930774e-06
7.15192033077683,+,,,0.453311038522814,+,,,+,,0.0219960205804322,+,13,-1384.28739181518,2796.30811696369,21.6178938492581,1.71585214170849e-06
7.3170435205611,+,0.0649910489424633,0.5506420928735,,,,,+,,,,8,-1389.82648840795,2796.32274425776,21.6325211433268,1.70334878308977e-06
7.24099201885854,+,,,,,+,0.262347328627146,+,-0.257932400392842,,,9,-1388.74274361271,2796.32660872075,21.636385606319,1.7000606966174e-06
6.92640507254475,+,,,0.363656286179317,,,,,-0.276319805146685,0.0138707534965936,+,9,-1388.75674528581,2796.35461206695,21.664388952524,1.67642287320261e-06
7.15756842148422,+,,,0.451157507019541,+,+,,+,,,+,13,-1384.31772124502,2796.36877582338,21.678552708951,1.66459259033513e-06
7.23732275755747,+,0.139535009184241,,,,+,0.177388641480351,+,-0.278475815330932,-0.128888268447666,,11,-1386.56398392781,2796.3732508745,21.6830277600661,1.66087218567375e-06
6.92372707425367,+,,,0.363176266218911,,+,,,-0.279188803834014,,+,9,-1388.76954453505,2796.38021056544,21.6899874510082,1.65510265148629e-06
7.66357662537489,+,,,0.29073227060417,+,+,0.580250172964202,,-0.270508413845639,,+,12,-1385.45755466122,2796.39378230821,21.7035591937838,1.64390935883425e-06
7.7106329799666,+,0.156593568007744,0.415306973816117,,+,+,,,-0.314192832094132,-0.102164547506443,+,13,-1384.33399887786,2796.40133108905,21.7111079746255,1.63771629796452e-06
6.77816366986643,+,0.165152339774663,,0.395639643546125,,+,,,-0.2396776750021,0.00271354233419775,+,11,-1386.58303682448,2796.41135666782,21.7211335533907,1.62952731307042e-06
7.82278401066921,+,,0.495867879088388,,+,,,+,,-0.140803525715633,,10,-1387.69738272558,2796.42762930093,21.7374061864975,1.61632275409939e-06
7.50505110109828,+,,,0.329261574229174,+,,0.197999531035429,,,0.0466316731274231,,8,-1389.88339608842,2796.4365596187,21.746336504275,1.60912170506528e-06
7.33184603705186,+,,,0.453057878039132,+,+,,+,,-0.063683508131526,,11,-1386.59931175893,2796.44390653673,21.7536834223001,1.60322150613984e-06
7.55319716373028,+,0.113268161971509,,0.332331249290994,+,,0.187684325376672,,,0.0260086029077869,,9,-1388.80961528593,2796.46035206718,21.7701289527504,1.59009264384149e-06
7.83620035599656,+,,0.379825435110188,,+,+,0.239266067810012,,,,,8,-1389.90158182565,2796.47293109317,21.7827079787376,1.58012312008613e-06
